Restaurant_ ID,Country_Code,Longitude,Latitude,Average_Cost_for_two,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Switch_to_order_menu,Price_range,Aggregate_rating,Rating_color,Rating_text,Votes,Restaurant_name,City,Address,Locality,Locality_verbose,Cuisines,Currency
801269,1,81.00043965,26.8536376,1000,0,0,0,0,3,4.3,Green,Very Good,887,Vintage Machine,Lucknow,311 Patrakar Puram Gomti Nagar Lucknow,Gomti Nagar,Gomti Nagar Lucknow,Italian American Lebanese,Indian RupeesRs
801693,1,0,0,1000,0,0,0,0,3,4,Green,Very Good,79,Bar Bar,Lucknow,4 Sapru Marg Hazratganj Lucknow,Hazratganj,Hazratganj Lucknow,Cafe Chinese Thai North Indian Continental,Indian RupeesRs
800483,1,80.93688889,26.85263889,400,0,0,0,0,2,4.4,Green,Very Good,818,Dastarkhwan,Lucknow,U P Press Club China Bazaar Gate Road Hazratganj Lucknow,Hazratganj,Hazratganj Lucknow,Mughlai,Indian RupeesRs
800891,1,80.9415,26.852,400,0,0,0,0,2,4.1,Green,Very Good,288,The Cherry Tree Cafe,Lucknow,11 Habibullah Estate Hazratganj Lucknow,Hazratganj,Hazratganj Lucknow,Cafe Bakery,Indian RupeesRs
800326,1,80.94088611,26.85019167,1100,0,0,0,0,3,4.2,Green,Very Good,762,Royal Sky,Lucknow,3137 1St Floor Opposite Halwasiya Market Maqbara Road Lalbagh Lucknow,Lalbagh,Lalbagh Lucknow,North Indian Mughlai Chinese Continental,Indian RupeesRs
801384,1,80.973027,26.852692,2000,0,0,0,0,4,4.2,Green,Very Good,149,L 14  Renaissance Lucknow Hotel,Lucknow,14Th Floor Renaissance Lucknow Hotel Vipin Khand Gomti Nagar Lucknow,Renaissance Lucknow Hotel,Renaissance Lucknow Hotel Lucknow,North Indian Continental South Indian Chinese Thai Asian,Indian RupeesRs
800089,1,80.973185,26.853007,1600,0,0,0,0,4,4.7,Dark Green,Excellent,1069,Barbeque Nation,Lucknow,3Rd Floor Riverside Mall Vipin Khand Gomti Nagar Lucknow,Riverside Mall Gomti Nagar,Riverside Mall Gomti Nagar Lucknow,North Indian,Indian RupeesRs
801247,1,80.945099,26.855957,1000,0,0,0,0,3,4.2,Green,Very Good,411,Colours By Royal Cafe  Royal Inn,Lucknow,3Rd Floor 97 Royal Inn Opposite Saharaganj Mall Hazratganj Lucknow,Royal Inn Hazratganj,Royal Inn Hazratganj Lucknow,North Indian Mughlai Chinese,Indian RupeesRs
800576,1,80.947029,26.834638,700,0,0,0,0,2,4,Green,Very Good,587,Cappuccino Blast,Lucknow,12 Mall Avenue Near Sadar Bazaar Lucknow,Sadar Bazaar,Sadar Bazaar Lucknow,Cafe Fast Food,Indian RupeesRs
15239,1,75.84273856,30.87398772,800,0,0,0,0,2,3.6,Yellow,Good,93,Basant Restaurant,Ludhiana,Urban Estate Main Market Phase 1 Dugri Ludhiana,A Hotel Gurdev Nagar,A Hotel Gurdev Nagar Ludhiana,North Indian Chinese Fast Food,Indian RupeesRs
18444271,1,0,0,1500,0,0,0,0,3,3.5,Yellow,Good,17,Hawai Adda,Ludhiana,Verka Park Ferozpur Road Aggar Nagar Ludhiana,Aggar Nagar,Aggar Nagar Ludhiana,North Indian Chinese Continental,Indian RupeesRs
15005,1,75.80489259,30.88722034,1400,0,0,0,0,3,4.1,Green,Very Good,191,Indian Summer,Ludhiana,Scf 1314 F Block Brs Nagar Ludhiana,Brs Nagar,Brs Nagar Ludhiana,North Indian Chinese,Indian RupeesRs
15221,1,75.83981965,30.91405691,400,0,0,0,0,1,3.9,Yellow,Good,109,Basant,Ludhiana,Fountain Chowk Civil Lines Ludhiana,Civil Lines,Civil Lines Ludhiana,North Indian Chinese South Indian Fast Food,Indian RupeesRs
15292,1,75.83284054,30.90556176,1400,0,0,0,0,3,4.2,Green,Very Good,217,Bistro 226,Ludhiana,226 Civil Street Ghumar Mandi Chowk Civil Lines Ludhiana,Civil Lines,Civil Lines Ludhiana,Italian Continental North Indian Cafe,Indian RupeesRs
15309,1,75.82210299,30.89520443,800,0,0,0,0,2,3.7,Yellow,Good,153,Mocha,Ludhiana,27  28 F 1St Floor Malhar Road Gurdev Nagar Ludhiana,Gurdev Nagar,Gurdev Nagar Ludhiana,Cafe,Indian RupeesRs
18400368,1,0,0,1300,0,0,0,0,3,3.9,Yellow,Good,41,Pirates Of Grill,Ludhiana,2Nd Floor Sandhu Tower 2 Near Ansal Mall Gurdev Nagar Ludhiana,Gurdev Nagar,Gurdev Nagar Ludhiana,North Indian Mughlai,Indian RupeesRs
15132,1,75.83133817,30.89999169,1500,0,0,0,0,3,4.1,Green,Very Good,178,Bistro Flamme Bois,Ludhiana,1617 Green Park Avenue Gurdev Nagar Ludhiana,Gurdev Nagar,Gurdev Nagar Ludhiana,Italian Continental Mexican Lebanese,Indian RupeesRs
15705,1,75.78697577,30.88581363,2000,0,0,0,0,4,4.3,Green,Very Good,87,Kitchen At 95  Hyatt Regency,Ludhiana,Hyatt Regency Site 4 Ferozepur Road Rajguru Nagar Ludhiana,Hyatt Regency Rajguru Nagar,Hyatt Regency Rajguru Nagar Ludhiana,Mediterranean Chinese Continental,Indian RupeesRs
15078,1,75.82219854,30.89285962,700,0,0,0,0,2,3.6,Yellow,Good,86,DominoS Pizza,Ludhiana,Scf 21 Main Market Sarabha Nagar Ludhiana,Main Market Sarabha Nagar,Main Market Sarabha Nagar Ludhiana,Pizza Fast Food,Indian RupeesRs
15104,1,75.8214948,30.89308145,1200,0,0,0,0,3,3.8,Yellow,Good,156,NandoS,Ludhiana,Sco 35  36 Main Market Sarabha Nagar Ludhiana,Main Market Sarabha Nagar,Main Market Sarabha Nagar Ludhiana,Portuguese African,Indian RupeesRs
15774,1,75.82181666,30.893244,1100,0,0,0,0,3,4.4,Green,Very Good,138,Belfrance Luxury Chocolates,Ludhiana,Scf 32 C Main Market Sarabha Nagar Ludhiana,Main Market Sarabha Nagar,Main Market Sarabha Nagar Ludhiana,Cafe Continental Italian Bakery,Indian RupeesRs
15008,1,75.82172044,30.89323422,800,0,0,0,0,2,4.2,Green,Very Good,261,Hot Breads,Ludhiana,Scf 32 Main Market Sarabha Nagar Ludhiana,Main Market Sarabha Nagar,Main Market Sarabha Nagar Ludhiana,Continental Chinese Italian Bakery,Indian RupeesRs
15321,1,75.82184684,30.89297787,1200,0,0,0,0,3,4.4,Green,Very Good,325,The Yellow Chilli,Ludhiana,Scf 31 C Main Market Sarabha Nagar Ludhiana,Main Market Sarabha Nagar,Main Market Sarabha Nagar Ludhiana,Mughlai North Indian Chinese,Indian RupeesRs
15368,1,75.80934606,30.89958432,1000,0,0,0,0,3,3.5,Yellow,Good,116,Spice Cube,Ludhiana,Near Gate 1 Kartar Bhawan Ferozepur Road Pau Ludhiana,Pau,Pau Ludhiana,North Indian Chinese Continental,Indian RupeesRs
15853,1,75.813112,30.895817,1400,0,0,0,0,3,3.9,Yellow,Good,80,Barbeque Nation,Ludhiana,2Nd Floor 24391  2 Dhanraj Singh Complex Main Ferozpur Road Rajguru Nagar Ludhiana,Rajguru Nagar,Rajguru Nagar Ludhiana,North Indian Chinese Continental,Indian RupeesRs
15497,1,75.8212021,30.89338354,800,0,0,0,0,2,4.2,Green,Very Good,210,Nik Bakers,Ludhiana,Scf 4344 Kipps Market Sarabha Nagar Ludhiana,Sarabha Nagar,Sarabha Nagar Ludhiana,Cafe Bakery Desserts,Indian RupeesRs
15091,1,75.82961485,30.89018388,800,0,0,0,0,2,4.6,Dark Green,Excellent,196,Aman Chicken,Ludhiana,Jagjit Nagar Near Railway Crossing Near Shastri Nagar Ludhiana,Shastri Nagar,Shastri Nagar Ludhiana,North Indian Mughlai,Indian RupeesRs
15777,1,75.82680825,30.90287228,1600,0,0,0,0,3,3.8,Yellow,Good,53,District 6,Ludhiana,4Th Floor Silver Arch Mall Ferozpur Road Gurdev Nagar Ludhiana,Silver Arc Mall Gurdev Nagar,Silver Arc Mall Gurdev Nagar Ludhiana,European Chinese,Indian RupeesRs
15717,1,75.78825854,30.88591491,1500,0,0,0,0,3,3.9,Yellow,Good,154,The Brewmaster  The Mix Fine Dine,Ludhiana,3Rd Floor Westend Mall Rajguru Nagar Ludhiana,Westend Mall Rajguru Nagar,Westend Mall Rajguru Nagar Ludhiana,North Indian Continental,Indian RupeesRs
3100446,1,0,0,600,0,0,0,0,2,3.6,Yellow,Good,209,45,Mangalore,Ground Floor Trinity Commercial Complex Near Central Railway Station Attavara Road Attavar Mangalore,Attavar,Attavar Mangalore,Cafe,Indian RupeesRs
3100159,1,74.85362222,12.87369722,200,0,0,0,0,1,3.9,Yellow,Good,196,Crave Desserts  Bakes,Mangalore,Deepa Paradise Balmatta Mangalore,Balmatta,Balmatta Mangalore,Desserts Bakery,Indian RupeesRs
3100010,1,74.85274444,12.87367778,900,0,0,0,0,3,3.8,Yellow,Good,196,Diesel Cafe,Mangalore,Ground Floor Hotel Prestige Near CollectorS Gate Balmatta Mangalore,Balmatta,Balmatta Mangalore,American Italian,Indian RupeesRs
3100145,1,74.85158611,12.87353056,700,0,0,0,0,2,3.7,Yellow,Good,355,Froth On Top,Mangalore,Silk House Balmatta Arya Samaj Road Balmatta Mangalore,Balmatta,Balmatta Mangalore,Chinese Mangalorean,Indian RupeesRs
3100013,1,74.85343056,12.87343056,600,0,0,0,0,2,3.5,Yellow,Good,280,Hao Ming,Mangalore,Yenepoya Chambers Opposite Hotel Prestige Balmatta Mangalore,Balmatta,Balmatta Mangalore,Chinese,Indian RupeesRs
3100143,1,74.85209855,12.87334761,1000,0,0,0,0,3,3.7,Yellow,Good,104,Kobe Sizzlers,Mangalore,G1 Parin Tower Collectors Gate Circle Balmatta Road Balmatta Mangalore,Balmatta,Balmatta Mangalore,Continental American,Indian RupeesRs
3100033,1,74.84665556,12.87073611,800,0,0,0,0,3,3.8,Yellow,Good,290,Liquid Lounge,Mangalore,Kmc Mercara Trunk Road Near Hotel Woodside Balmatta Mangalore,Balmatta,Balmatta Mangalore,Finger Food Continental North Indian,Indian RupeesRs
3100153,1,74.84863333,12.87378611,700,0,0,0,0,2,3.6,Yellow,Good,275,Maharaja Restaurant,Mangalore,1St Floor Trade Centre Near Jyothi Circle Bunts Hostel Road Balmatta Mangalore,Balmatta,Balmatta Mangalore,South Indian North Indian,Indian RupeesRs
3100142,1,0,0,500,0,0,0,0,2,4.2,Green,Very Good,281,Giri ManjaS,Mangalore,Near Kalikamba Temple Gopalkrishna Temple Road Bhavathi Mangalore Bhavathi,Bhavathi,Bhavathi Mangalore,Seafood,Indian RupeesRs
3100030,1,74.85006667,12.87582222,1500,0,0,0,0,4,3.5,Yellow,Good,183,Kabab Studio,Mangalore,Goldfinch Hotel Bunts Hostel Road Near Jyoti Circle Balmatta Mangalore,Goldfinch Hotel Balmatta,Goldfinch Hotel Balmatta Mangalore,North Indian Mughlai,Indian RupeesRs
18237384,1,74.84500254,12.87221736,500,0,0,0,0,2,3.6,Yellow,Good,84,Brio Cafe And Grill,Mangalore,Sainik Bhavan Next To St Aloysius College Lighthouse Hill Hampankatta Mangalore,Hampankatta,Hampankatta Mangalore,Cafe Continental,Indian RupeesRs
3100008,1,0,0,750,0,0,0,0,3,3.9,Yellow,Good,257,Gajalee Sea Food,Mangalore,Circuit House Compound Opposite Kadri Police Station Kadri Mangalore,Kadri,Kadri Mangalore,Seafood North Indian,Indian RupeesRs
3100148,1,0,0,600,0,0,0,0,2,3.5,Yellow,Good,127,Smoke N Oven,Mangalore,Opposite Vijaya Bank Bejai Main Road Bejai Mangalore,Kadri,Kadri Mangalore,Pizza Italian,Indian RupeesRs
3100044,1,74.85946446,12.89897943,1000,0,0,0,0,3,3.7,Yellow,Good,260,Village Restaurant,Mangalore,Airport Road Yeyyadi Kadri Mangalore,Kadri,Kadri Mangalore,Chinese Continental North Indian Mughlai,Indian RupeesRs
3100441,1,0,0,1600,0,0,0,0,4,3.7,Yellow,Good,193,Barbeque Nation,Mangalore,3Rd Floor Mak Mall Kankanady Mangalore,Kankanady,Kankanady Mangalore,North Indian Chinese,Indian RupeesRs
3100302,1,0,0,800,0,0,0,0,3,4.1,Green,Very Good,245,Machali,Mangalore,Behind Ocean Pearl Sharada Vidhyalaya Road Kodailbail Mangalore,Kodailbail,Kodailbail Mangalore,Seafood,Indian RupeesRs
3100422,1,0,0,1000,0,0,0,0,3,3.7,Yellow,Good,173,Punjab Da Pind,Mangalore,3Rd Floor Excel Mischief Mall Ks Rao Road Mangalore Ks Rao Nagar Mangalore,Ks Rao Nagar,Ks Rao Nagar Mangalore,North Indian Mughlai Chinese Mangalorean,Indian RupeesRs
3100014,1,0,0,700,0,0,0,0,2,3.8,Yellow,Good,328,SizzlerS Ranch,Mangalore,Nehru Avenue Road Behind City Corporation Lalbagh Mangalore,Lalbagh,Lalbagh Mangalore,Continental,Indian RupeesRs
3100448,1,0,0,700,0,0,0,0,2,3.9,Yellow,Good,156,Spindrift,Mangalore,5Th Floor Bharath Mall Lalbagh Mangalore,Lalbagh,Lalbagh Mangalore,North Indian Italian Finger Food,Indian RupeesRs
3100017,1,74.84048333,12.87505833,500,0,0,0,0,2,3.7,Yellow,Good,175,Sagar Ratna,Mangalore,Hotel Ocean Pearl Ks Rao Road Near Pvs Circle Kodailbail Mangalore,The Ocean Pearl Kodailbail,The Ocean Pearl Kodailbail Mangalore,South Indian North Indian Chinese,Indian RupeesRs
18424018,1,76.7187888,30.6955506,550,0,1,0,0,2,4.3,Green,Very Good,99,The Shooters Cafe,Mohali,Sco 654Himalaya Marg Road Sector 70 Mohali Chandigarh,Sector 70,Sector 70 Mohali,Continental North Indian,Indian RupeesRs
35217,1,72.829976,19.12663,800,0,0,0,0,2,4,Green,Very Good,5145,JoeyS Pizza,Mumbai,6  7 Upvan Building Near Indian Oil Colony Dn Nagar Azad Nagar Mumbai,Azad Nagar,Azad Nagar Mumbai,Pizza,Indian RupeesRs
18447068,1,72.86238123,19.22131488,1000,0,0,0,0,3,4,Green,Very Good,156,Cafe Hydro,Mumbai,Esspee Tower Rajendra Nagar Dattapada Road Borivali East Mumbai,Borivali East,Borivali East Mumbai,Asian,Indian RupeesRs
18458563,1,72.8413473,19.2238399,850,1,0,0,0,2,3.4,Orange,Average,170,The American Joint,Mumbai,The Ahcl Homes Tower Chikuwadi New Link Road Borivali West Mumbai,Borivali West,Borivali West Mumbai,Healthy Food American Burger Salad,Indian RupeesRs
18075122,1,72.848923,19.254567,1000,1,1,0,0,3,4.7,Dark Green,Excellent,2083,The Fusion Kitchen,Mumbai,Shop 1 Opposite Veda Building Near Bhavdevi Garage Holy Cross Road Ic Colony Borivali West Mumbai,Borivali West,Borivali West Mumbai,North Indian Italian Chinese Mexican,Indian RupeesRs
18233317,1,72.83258457,18.92758399,1500,0,0,0,0,3,4.2,Green,Very Good,1606,145 Kala Ghoda,Mumbai,145 Kala Ghoda Fort Mumbai,Fort,Fort Mumbai,Fast Food Beverages Desserts,Indian RupeesRs
18237753,1,72.83398401,19.05583064,1000,1,1,0,0,3,4.1,Green,Very Good,2040,Tea Villa Cafe,Mumbai,31 Opposite Globus Hill Road Bandra West,Hill Road Bandra West,Hill Road Bandra West Mumbai,Cafe Italian Desserts Fast Food Chinese Tea,Indian RupeesRs
18388642,1,72.82780755,19.09145752,1100,0,0,0,0,3,3.8,Yellow,Good,617,GrandmamaS Cafe,Mumbai,Hotel Royal Garden Ground Floor Juhu Tara Road Juhu Mumbai,Juhu,Juhu Mumbai,Continental Italian,Indian RupeesRs
18463285,1,72.83265799,19.06583751,1000,1,0,0,0,3,3.8,Yellow,Good,146,Mumbai Vibe,Mumbai,Ganga Jamuna Block 14Th Road Linking Road Bandra West,Linking Road Bandra West,Linking Road Bandra West Mumbai,Cafe Continental North Indian Italian Chinese Bakery Desserts Finger Food,Indian RupeesRs
16527711,1,72.82520279,18.99404899,700,0,1,0,0,2,3.9,Yellow,Good,2076,The Rolling Pin,Mumbai,12 Janta Industrial Estate Senapat Bapat Road Lower Parel Mumbai,Lower Parel,Lower Parel Mumbai,Bakery Desserts Cafe,Indian RupeesRs
18313566,1,72.82764997,19.0035172,1500,0,0,0,0,3,4.3,Green,Very Good,1240,Farzi Cafe,Mumbai,Kamala Mills Near Radio Mirchi Office Lower Parel Mumbai,Lower Parel,Lower Parel Mumbai,Modern Indian,Indian RupeesRs
49003,1,72.82555282,18.99423667,1500,0,1,0,0,3,4.2,Green,Very Good,3370,Spiceklub,Mumbai,8A Janta Industrial Estate Opposite Phoenix Mills Senapati Bapat Road Lower Parel Mumbai,Lower Parel,Lower Parel Mumbai,North Indian,Indian RupeesRs
18441580,1,72.97228105,19.20722241,1000,1,0,0,0,3,3.9,Yellow,Good,317,Tea Villa Cafe,Mumbai,Shop 1 2 YBuilding Flower Valley Opposite Viviana MallEastern Express Highway Majiwada Thane West,Majiwada Thane West,Majiwada Thane West Mumbai,Cafe Italian Desserts Fast Food Chinese Tea,Indian RupeesRs
34757,1,72.834715,19.178321,800,0,1,0,0,2,4.5,Dark Green,Excellent,2662,JoeyS Pizza,Mumbai,Shop 1 Plot D Samruddhi Complex Chincholi Bunder Road Mindspace Malad West Mumbai,Malad West,Malad West Mumbai,Pizza,Indian RupeesRs
18408295,1,72.83619149,19.18129965,500,0,0,0,0,2,4.6,Dark Green,Excellent,413,Stacks And Racks,Mumbai,Shop 1 Ganga Nivas Opposite Toyota Showroom Link Road Malad West Mumbai,Malad West,Malad West Mumbai,American Burger Fast Food,Indian RupeesRs
18216876,1,72.83672087,19.17626869,1500,1,0,0,0,3,3.9,Yellow,Good,885,The English Department Bar  Diner,Mumbai,Malad Link Road Near Inorbit Mall Junction Malad West Mumbai,Malad West,Malad West Mumbai,Italian Continental Mexican Japanese American British,Indian RupeesRs
17806994,1,72.90738534,19.12008268,1500,0,0,0,0,3,4.9,Dark Green,Excellent,3244,Mirchi And Mime,Mumbai,Transocean House Lake Boulevard Hiranandani Business Park Powai Mumbai,Powai,Powai Mumbai,North Indian South Indian Mughlai,Indian RupeesRs
18435740,1,72.90849264,19.12199866,1000,1,0,0,0,3,3.8,Yellow,Good,181,38 Degree East,Mumbai,Panchkutir Pawarwardi Adhishankracharya Marg Opposite Powai Lake JvlrPowai Mumbai,Powai,Powai Mumbai,North Indian Chinese Thai,Indian RupeesRs
18318116,1,72.825451,19.1093,1200,0,0,0,0,3,4,Green,Very Good,536,R Adda,Mumbai,Ramee Guestline Hotel 462 A B Nair Road Juhu Mumbai,Ramee Guestline Hotel Juhu,Ramee Guestline Hotel Juhu Mumbai,Street Food Burger Desserts Italian Pizza North Indian European Finger Food,Indian RupeesRs
18270976,1,72.8130738,19.1311405,1000,1,1,0,0,3,4.1,Green,Very Good,1295,Tea Villa Cafe,Mumbai,28 Aaram Nagar 1 Opposite Dariya Mahal Versova Andheri West,Versova Andheri West,Versova Andheri West Mumbai,Cafe Italian Desserts Fast Food Chinese Tea,Indian RupeesRs
49486,1,72.846749,19.103249,1000,1,1,0,0,3,3.6,Yellow,Good,1515,Tea Villa Cafe,Mumbai,Pardhy House Opposite Jain Temple Junction Of Mg Road And Hanuman Road Vile Parle East Mumbai,Vile Parle East,Vile Parle East Mumbai,Cafe Italian Desserts Fast Food Chinese Tea,Indian RupeesRs
3600252,1,76.65487778,12.31107222,290,0,0,0,0,1,3.4,Orange,Average,139,Hotel Rrr Mysore,Mysore,Gandhi Square Chamrajpura Mysore,Chamrajpura,Chamrajpura Mysore,Andhra,Indian RupeesRs
3600265,1,76.64362222,12.30456944,900,0,0,0,0,3,3.7,Yellow,Good,172,Jalpaan Dining Saga,Mysore,366 2Nd  3Rd Floor Near Ramaswamy Circle Chamaraja Mohalla Chamrajpura Mysore,Chamrajpura,Chamrajpura Mysore,North Indian Chinese Italian,Indian RupeesRs
3600375,1,76.64262,12.299524,800,0,0,0,0,3,3.9,Yellow,Good,264,The Old House,Mysore,451 Jhansi Rani Lakshmi Bai Road Chamrajpura Mysore,Chamrajpura,Chamrajpura Mysore,Italian,Indian RupeesRs
3600015,1,76.66580833,12.3085,300,0,0,0,0,1,4.2,Green,Very Good,392,Vinayaka Mylari,Mysore,79 Nazarbad Main Road Near Police Station Doora Mysore,Doora,Doora Mysore,South Indian,Indian RupeesRs
3600012,1,76.62796111,12.32397778,500,0,0,0,0,2,3.7,Yellow,Good,393,Empire Restaurant,Mysore,28201 8Th Cross Kalidasa Road Vani Vilas Mohalla Gokulam Mysore,Gokulam,Gokulam Mysore,North Indian Andhra Mughlai,Indian RupeesRs
3600013,1,76.62616667,12.32399444,400,0,0,0,0,2,3.5,Yellow,Good,214,Green Leaf,Mysore,Opposite Reebok Showroom Kalidasa Road Vani Vilas Mohalla Gokulam Mysore,Gokulam,Gokulam Mysore,North Indian Chinese South Indian,Indian RupeesRs
3600071,1,76.63227778,12.32546111,650,0,0,0,0,2,3.7,Yellow,Good,262,Pakva Lounge,Mysore,Livin Corner Temple Road Vani Vilas Mohalla Gokulam Mysore,Gokulam,Gokulam Mysore,Italian North Indian South Indian,Indian RupeesRs
3600192,1,76.665169,12.297954,1700,0,0,0,0,4,3.8,Yellow,Good,162,Spring  Radisson Blu Plaza,Mysore,Radisson Blu Plaza 1 Mg Road Ittige Gudu Mysore,Ittige Gudu,Ittige Gudu Mysore,Continental North Indian South Indian,Indian RupeesRs
3600119,1,76.63058333,12.32319444,500,0,0,0,0,2,3.5,Yellow,Good,160,Big Chicken,Mysore,29021 Temple Road Opposite Post Office Vani Vilas Mohalla Jayalakhsmipuram Mysore,Jayalakhsmipuram,Jayalakhsmipuram Mysore,North Indian Chinese,Indian RupeesRs
3600352,1,76.62109444,12.32121389,1600,0,0,0,0,4,4,Green,Very Good,286,Barbeque Nation,Mysore,Ground Floor Bm Habitat Mall Gokulam Main Road Jayalakhsmipuram Mysore,Jayalakhsmipuram,Jayalakhsmipuram Mysore,North Indian European Mediterranean,Indian RupeesRs
3600009,1,76.63002778,12.323225,700,0,0,0,0,2,4,Green,Very Good,304,Pizza Hut,Mysore,Opposite Loyal World Super Market Temple Road Vani Vilas Mohalla Jayalakhsmipuram Mysore,Jayalakhsmipuram,Jayalakhsmipuram Mysore,Pizza Italian,Indian RupeesRs
3600361,1,76.62586111,12.28474722,700,0,0,0,0,2,3.5,Yellow,Good,127,Tandooriwala,Mysore,26 1St Stage Khb Nrupathunga Road Kuvempunagar Mysore,Kuvempunagar,Kuvempunagar Mysore,North Indian,Indian RupeesRs
3600148,1,76.65926389,12.31097222,1000,0,0,0,0,3,3.7,Yellow,Good,132,Jungle The Restaurant,Mysore,Pai Hotels Bangalore Nilgiri Road Opposite Suburban Bus Stand Mysore Doora Mysore,Pai Hotels Doora,Pai Hotels Doora Mysore,North Indian Continental Chinese,Indian RupeesRs
3600436,1,0,0,1500,0,0,0,0,4,3.3,Orange,Average,11,The Barge Restaurant,Mysore,Plot 440A Hebbal Industrial Area Near Infosys Campus Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,Continental Chinese North Indian,Indian RupeesRs
3600008,1,76.60665,12.35205833,650,0,0,0,0,2,3.6,Yellow,Good,190,By The Way,Mysore,Next To Bhartat Cancer Hospital Opposite Infosys Circle Ring Road Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,North Indian Chinese South Indian,Indian RupeesRs
3600354,1,76.60306667,12.31696667,700,0,0,0,0,2,3.6,Yellow,Good,140,Cafe Cornucopia,Mysore,22Nd Cross 14Th Main 3Rd Stage Block C Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,Cafe Continental European Beverages,Indian RupeesRs
3600285,1,76.61910278,12.32635556,650,0,0,0,0,2,3.8,Yellow,Good,249,Mezzaluna,Mysore,First Floor Kuvempu Trust Building Near Chandrakala Hospital New Kalidasa Road Vijayanagar Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,Continental South Indian,Indian RupeesRs
3600072,1,76.61788889,12.33792778,550,0,0,0,0,2,3.7,Yellow,Good,208,Nanking,Mysore,High Tension Double Road Near Vidyavardhaka College 2Nd Stage Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,Chinese Thai,Indian RupeesRs
3600022,1,76.61820278,12.33402222,1000,0,0,0,0,3,3.6,Yellow,Good,270,Oyster Bay,Mysore,Kannada Parishath Road 1St Stage Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,North Indian Asian Continental,Indian RupeesRs
3600014,1,76.61679167,12.33797778,1200,0,0,0,0,3,3.7,Yellow,Good,183,Purple Haze,Mysore,129131 High Tension Double Road Mahadeswara Badavane 2Nd Stage Vijay Nagar Mysore,Vijay Nagar,Vijay Nagar Mysore,Finger Food,Indian RupeesRs
3301308,1,79.06428449,21.12420256,500,0,0,0,0,2,3.3,Orange,Average,27,House Of Caffeine,Nagpur,J 12 Besides Face  Figure Gym Whc Road Laxmi Nagar Nagpur,Bajaj Nagar,Bajaj Nagar Nagpur,Fast Food,Indian RupeesRs
3300780,1,79.06046167,21.12949694,250,0,0,0,0,1,3.8,Yellow,Good,73,Hide Out The Street Cafe,Nagpur,4 Plot No 54 Raghukul Building Bajaj Nagar Nagpur,Bajaj Nagar,Bajaj Nagar Nagpur,Cafe,Indian RupeesRs
3301236,1,0,0,250,0,0,0,0,1,3.9,Yellow,Good,26,Tapri The Chai Books Cafe,Nagpur,75 Abhyankar Nagar Near Bajaj Nagar Nagpur,Bajaj Nagar,Bajaj Nagar Nagpur,Continental Fast Food Tea,Indian RupeesRs
3300369,1,79.05922417,21.12499944,500,0,1,0,0,2,4,Green,Very Good,103,Eat Street Express,Nagpur,Shraddhanandpeth Square Opposite ASquare Building Abhyankar Road Near Bajaj Nagar Nagpur,Bajaj Nagar,Bajaj Nagar Nagpur,North Indian Chinese,Indian RupeesRs
3301013,1,79.04722832,21.11882292,550,0,1,0,0,2,4.3,Green,Very Good,88,Zaikart,Nagpur,Plot17 Sneha Gayatri Nagar It Park Gayatri Nagar Near Bajaj Nagar Nagpur,Bajaj Nagar,Bajaj Nagar Nagpur,North Indian Mughlai,Indian RupeesRs
3300741,1,79.0679011,21.1481626,400,0,1,0,0,2,3.7,Yellow,Good,201,Cafe Zinea,Nagpur,56 Temple Road Civil Lines Nagpur,Civil Lines,Civil Lines Nagpur,Cafe Chinese Fast Food Italian,Indian RupeesRs
3300138,1,79.07658678,21.15841584,550,0,1,0,0,2,4,Green,Very Good,185,CheckerS,Nagpur,23 To 25 Vca Complex Civil Lines Nagpur,Civil Lines,Civil Lines Nagpur,Fast Food Chinese,Indian RupeesRs
3300949,1,79.07730427,21.15619053,600,0,1,0,0,2,4.2,Green,Very Good,164,The BAWA,Nagpur,Opposite Vca Stadium Civil Lines Nagpur,Civil Lines,Civil Lines Nagpur,Cafe,Indian RupeesRs
3300065,1,79.08047698,21.13851031,1100,0,0,0,0,3,4.3,Green,Very Good,270,Fsb,Nagpur,B9 Orange City Towers Opposite Tilak Patrakar Bhavan Dhantoli Nagpur,Dhantoli,Dhantoli Nagpur,Continental North Indian Thai Chinese,Indian RupeesRs
3300416,1,79.0651371,21.13685791,350,0,0,0,0,2,3.9,Yellow,Good,140,Nescaf Illusions,Nagpur,Oppsite Dharampeth High School North Ambazari Road Near Icici Bank Lad Apartment Dharampeth Nagpur,Dharampeth,Dharampeth Nagpur,Cafe,Indian RupeesRs
3301169,1,79.06652045,21.14083972,250,0,1,0,0,1,3.9,Yellow,Good,19,Nineties,Nagpur,Opposite Traffice Park Dharampeth Nagpur,Dharampeth,Dharampeth Nagpur,Cafe Fast Food,Indian RupeesRs
